Vehicle ID,Car Sensor Type,Sensor Status,Speed (km/h),Location,Battery Level (%),Connection Type,Event Logs,Vehicle Usage,Attack Type,Protocol,Label
VID8481,Radar,Normal,30,"(36.99965, 85.94033)",81,Cellular,68,Weekly,DDoS,Bluetooth,compromised
VID7395,LIDAR,Normal,47,"(24.44279, 64.59937)",20,Cellular,15,Occasionally,None,None,normal
VID7042,Radar,Faulty,58,"(19.71755, 25.2259)",33,Cellular,49,Occasionally,None,None,compromised
VID5168,GPS,Normal,42,"(26.69912, 67.01175)",71,Cellular,30,Weekly,None,None,normal
VID7207,LIDAR,Disabled,19,"(24.18322, 81.67642)",37,Wi-Fi,45,Occasionally,None,None,normal
VID1746,GPS,Normal,86,"(11.81152, 84.92459)",30,Bluetooth,44,Weekly,None,None,normal
VID7014,GPS,Normal,85,"(25.2064, 49.77782)",26,Wi-Fi,16,Daily,None,None,normal
VID8296,LIDAR,Normal,110,"(66.93782, 39.50844)",56,Bluetooth,23,Occasionally,None,None,normal
VID9229,LIDAR,Faulty,44,"(64.3271, 21.63708)",57,Wi-Fi,57,Occasionally,MITM,Bluetooth,compromised
VID9171,Radar,Normal,48,"(45.0111, 59.48572)",36,Bluetooth,27,Weekly,None,None,normal
VID3710,ECU,Disabled,86,"(62.32446, 43.9303)",81,Cellular,42,Occasionally,None,None,normal
VID3947,Camera,Disabled,60,"(14.04611, 83.88159)",95,Cellular,19,Weekly,None,None,normal
VID2273,Camera,Disabled,28,"(32.98333, 29.5573)",54,Wi-Fi,62,Daily,Spoofing,Wi-Fi,compromised
VID2896,ECU,Disabled,116,"(30.63214, 17.39721)",49,Bluetooth,29,Daily,None,None,normal
VID4195,Radar,Disabled,13,"(69.253, 20.99751)",39,Bluetooth,3,Weekly,None,None,normal
VID4491,LIDAR,Faulty,48,"(29.09235, 21.69622)",70,Wi-Fi,31,Daily,Jamming,Zigbee,compromised
VID6264,Camera,Disabled,120,"(48.9432, 26.11433)",43,Cellular,94,Daily,MITM,UDP,compromised
VID7018,ECU,Normal,63,"(43.54395, 86.37771)",78,Wi-Fi,49,Daily,None,None,normal
VID5030,Radar,Normal,37,"(24.50134, 59.9916)",65,Bluetooth,100,Weekly,Spoofing,Wi-Fi,compromised
VID9253,ECU,Normal,1,"(13.26572, 61.82286)",32,Wi-Fi,9,Weekly,None,None,normal
VID6218,GPS,Normal,107,"(86.80536, 44.33405)",65,Bluetooth,12,Occasionally,None,None,normal
VID3424,Camera,Faulty,52,"(22.95047, 14.50804)",22,Bluetooth,1,Occasionally,MITM,TCP,compromised
VID5598,Radar,Faulty,103,"(74.49335, 44.73887)",62,Bluetooth,42,Weekly,MITM,UDP,compromised
VID1027,Radar,Disabled,110,"(49.64999, 12.67318)",73,Wi-Fi,44,Daily,None,None,normal
VID4514,GPS,Normal,61,"(60.90677, 15.45201)",45,Bluetooth,78,Weekly,MITM,Zigbee,compromised
VID8581,ECU,Faulty,36,"(65.4552, 38.9141)",97,Wi-Fi,30,Weekly,Jamming,Wi-Fi,compromised
VID5294,Radar,Normal,44,"(81.40494, 75.25625)",89,Cellular,54,Occasionally,None,None,compromised
VID2809,Radar,Disabled,70,"(64.49776, 85.47352)",87,Wi-Fi,66,Occasionally,None,None,compromised
VID5737,ECU,Faulty,117,"(13.32822, 74.86844)",78,Cellular,81,Occasionally,DDoS,UDP,compromised
VID4812,LIDAR,Faulty,50,"(66.47576, 57.54135)",59,Bluetooth,16,Daily,None,None,compromised
VID3446,GPS,Normal,38,"(59.15367, 60.43423)",77,Bluetooth,35,Daily,None,None,normal
VID1930,GPS,Normal,116,"(13.13369, 43.86041)",74,Cellular,84,Daily,MITM,UDP,compromised
VID9126,Camera,Normal,0,"(38.29608, 41.96341)",34,Wi-Fi,15,Weekly,None,None,normal
VID1461,Radar,Normal,18,"(28.41896, 89.77538)",65,Wi-Fi,68,Weekly,MITM,Bluetooth,compromised
VID8610,GPS,Disabled,53,"(88.92548, 75.62068)",22,Cellular,14,Occasionally,None,None,normal
VID5516,GPS,Faulty,12,"(39.94759, 21.45376)",59,Wi-Fi,93,Weekly,Jamming,UDP,compromised
VID4521,Camera,Normal,73,"(35.30498, 77.52012)",87,Cellular,36,Occasionally,None,None,normal
VID7354,ECU,Normal,35,"(19.74362, 56.14917)",26,Wi-Fi,3,Daily,None,None,normal
VID2447,ECU,Faulty,95,"(80.2254, 39.0891)",64,Wi-Fi,96,Weekly,None,None,compromised
VID6091,ECU,Disabled,20,"(49.74307, 48.47829)",40,Wi-Fi,19,Occasionally,None,None,normal
VID4440,LIDAR,Disabled,20,"(50.88315, 25.90734)",52,Bluetooth,15,Daily,None,None,normal
VID3275,ECU,Normal,12,"(40.96018, 17.64046)",80,Bluetooth,35,Weekly,None,None,normal
VID9775,ECU,Disabled,19,"(53.25342, 85.16669)",65,Wi-Fi,16,Daily,None,None,normal
VID6463,Radar,Normal,62,"(36.06624, 67.51314)",54,Wi-Fi,20,Weekly,None,None,normal
VID5534,LIDAR,Disabled,16,"(82.62337, 83.15794)",55,Cellular,38,Weekly,None,None,normal
VID7320,Camera,Faulty,40,"(68.41807, 63.90112)",22,Cellular,30,Weekly,DDoS,UDP,compromised
VID9743,GPS,Normal,12,"(87.77218, 35.42503)",94,Wi-Fi,79,Occasionally,MITM,TCP,compromised
VID2989,GPS,Faulty,19,"(19.65271, 29.67131)",79,Wi-Fi,27,Occasionally,Jamming,UDP,compromised
VID9497,Radar,Disabled,6,"(76.71619, 71.61557)",78,Cellular,33,Occasionally,None,None,normal
VID5954,Camera,Faulty,46,"(89.79105, 49.04216)",61,Wi-Fi,81,Occasionally,Jamming,Bluetooth,compromised
VID7676,ECU,Normal,28,"(55.28819, 88.27454)",41,Bluetooth,38,Daily,None,None,normal
VID4410,Radar,Faulty,21,"(28.73231, 73.71504)",96,Wi-Fi,10,Daily,DDoS,Wi-Fi,compromised
VID2491,Radar,Disabled,7,"(81.84788, 47.84925)",71,Wi-Fi,47,Daily,None,None,normal
VID1592,LIDAR,Normal,75,"(52.84649, 86.80527)",41,Cellular,19,Daily,None,None,normal
VID8192,LIDAR,Normal,38,"(12.43226, 51.32583)",85,Wi-Fi,37,Daily,None,None,normal
VID3537,ECU,Disabled,104,"(19.49348, 11.79167)",40,Wi-Fi,77,Weekly,Spoofing,UDP,compromised
VID5360,LIDAR,Disabled,51,"(56.34577, 67.09548)",81,Wi-Fi,21,Daily,None,None,normal
VID9556,ECU,Normal,104,"(80.00648, 69.34293)",88,Cellular,29,Daily,None,None,normal
VID3457,Radar,Normal,68,"(81.35383, 76.27955)",59,Bluetooth,4,Occasionally,None,None,normal
VID9634,Camera,Disabled,23,"(34.20442, 21.39568)",25,Wi-Fi,3,Daily,None,None,normal
VID2541,ECU,Disabled,65,"(87.06918, 29.83109)",37,Bluetooth,7,Occasionally,None,None,normal
VID7270,Radar,Normal,92,"(41.09709, 34.8382)",100,Wi-Fi,70,Weekly,None,None,compromised
VID8702,Radar,Normal,77,"(53.89709, 23.86743)",49,Wi-Fi,61,Daily,Spoofing,TCP,compromised
VID7834,LIDAR,Faulty,99,"(64.24969, 48.02077)",100,Cellular,26,Daily,Jamming,Wi-Fi,compromised
VID5473,Radar,Faulty,71,"(29.42768, 77.86553)",82,Cellular,71,Weekly,Jamming,Wi-Fi,compromised
VID2808,LIDAR,Faulty,5,"(68.48507, 79.91503)",42,Cellular,76,Occasionally,Spoofing,TCP,compromised
VID8452,LIDAR,Faulty,35,"(35.85025, 69.83981)",35,Wi-Fi,42,Occasionally,None,None,compromised
VID4718,ECU,Normal,113,"(23.61659, 51.47664)",54,Bluetooth,19,Daily,None,None,normal
VID7818,Radar,Disabled,27,"(26.86195, 33.96885)",34,Cellular,62,Daily,Jamming,Bluetooth,compromised
VID3088,LIDAR,Disabled,38,"(43.13043, 23.07186)",39,Wi-Fi,33,Daily,None,None,normal
VID2791,LIDAR,Disabled,116,"(87.24261, 71.63723)",81,Cellular,37,Daily,None,None,normal
VID1923,GPS,Disabled,67,"(21.58901, 67.10778)",61,Cellular,68,Occasionally,MITM,Wi-Fi,compromised
VID7855,Camera,Normal,45,"(27.68458, 30.91558)",26,Cellular,7,Occasionally,None,None,normal
VID2947,ECU,Disabled,73,"(88.45479, 72.49042)",75,Wi-Fi,5,Occasionally,None,None,normal
VID7315,Radar,Faulty,71,"(12.11415, 64.5046)",63,Cellular,63,Daily,DDoS,Zigbee,compromised
VID8771,LIDAR,Disabled,71,"(26.21384, 87.5476)",71,Bluetooth,10,Occasionally,None,None,normal
VID2400,LIDAR,Faulty,105,"(26.50007, 61.81238)",43,Bluetooth,59,Weekly,MITM,Bluetooth,compromised
VID7495,Camera,Normal,69,"(56.69331, 38.05936)",63,Bluetooth,34,Occasionally,None,None,normal
VID7204,Radar,Normal,118,"(66.33095, 66.98192)",49,Wi-Fi,91,Occasionally,None,None,compromised
VID1210,LIDAR,Normal,47,"(45.36499, 35.05101)",40,Wi-Fi,20,Daily,None,None,normal
VID4442,LIDAR,Faulty,61,"(81.02648, 87.09291)",25,Bluetooth,56,Daily,MITM,Bluetooth,compromised
VID9604,LIDAR,Disabled,57,"(85.21067, 28.87822)",61,Cellular,31,Daily,None,None,normal
VID7579,ECU,Normal,117,"(65.60099, 85.5668)",78,Bluetooth,35,Occasionally,None,None,normal
VID4168,LIDAR,Disabled,42,"(19.94925, 21.68608)",24,Cellular,44,Weekly,None,None,normal
VID7478,ECU,Normal,83,"(60.22692, 78.86606)",38,Bluetooth,97,Weekly,MITM,Wi-Fi,compromised
VID7147,LIDAR,Disabled,66,"(30.72929, 71.22267)",64,Wi-Fi,80,Occasionally,Jamming,UDP,compromised
VID7970,Camera,Faulty,55,"(84.32895, 23.79241)",73,Wi-Fi,20,Occasionally,MITM,Wi-Fi,compromised
VID7455,LIDAR,Normal,16,"(88.94776, 46.9085)",21,Cellular,83,Daily,DDoS,Wi-Fi,compromised
VID4410,Camera,Disabled,94,"(30.13529, 77.50685)",42,Wi-Fi,48,Daily,None,None,normal
VID1622,Radar,Disabled,100,"(85.57469, 83.96054)",68,Wi-Fi,10,Occasionally,None,None,normal
VID1300,Camera,Normal,18,"(67.41424, 76.36445)",87,Cellular,25,Occasionally,None,None,normal
VID5564,Radar,Normal,116,"(48.40501, 19.53792)",41,Cellular,24,Occasionally,None,None,normal
VID7988,GPS,Disabled,31,"(73.29342, 23.05205)",82,Cellular,26,Weekly,None,None,normal
VID4356,Camera,Normal,50,"(13.41281, 74.39431)",78,Bluetooth,91,Daily,None,None,compromised
VID2555,ECU,Normal,90,"(23.34112, 89.26984)",99,Cellular,41,Weekly,None,None,normal
VID9811,GPS,Disabled,93,"(68.59045, 31.60563)",81,Bluetooth,8,Weekly,None,None,normal
VID2652,GPS,Faulty,80,"(38.88206, 64.00736)",20,Wi-Fi,51,Occasionally,Spoofing,Wi-Fi,compromised
VID9695,GPS,Faulty,10,"(43.09595, 23.85493)",42,Cellular,93,Weekly,DDoS,Wi-Fi,compromised
VID2795,Radar,Normal,81,"(87.46054, 32.32036)",56,Wi-Fi,73,Occasionally,DDoS,TCP,compromised
VID3280,LIDAR,Faulty,15,"(32.81638, 44.69344)",26,Wi-Fi,29,Weekly,None,None,compromised
VID7711,Camera,Normal,28,"(69.24506, 55.66924)",57,Bluetooth,61,Weekly,Spoofing,TCP,compromised
VID7875,LIDAR,Disabled,118,"(44.04095, 51.61602)",87,Bluetooth,59,Occasionally,MITM,TCP,compromised
VID5349,ECU,Disabled,46,"(28.7132, 74.33555)",48,Bluetooth,77,Weekly,Jamming,Bluetooth,compromised
VID8840,LIDAR,Disabled,6,"(14.1192, 19.18087)",60,Bluetooth,83,Daily,MITM,Zigbee,compromised
VID4965,GPS,Faulty,64,"(67.84234, 86.4148)",37,Cellular,81,Weekly,DDoS,Wi-Fi,compromised
VID7676,ECU,Normal,28,"(55.28819, 88.27454)",41,Bluetooth,38,Daily,None,None,normal
VID8876,ECU,Disabled,40,"(43.97967, 46.57703)",82,Bluetooth,52,Occasionally,Jamming,TCP,compromised
VID6169,ECU,Normal,83,"(35.19536, 34.73641)",21,Bluetooth,27,Daily,None,None,normal
VID6180,Camera,Normal,82,"(88.3341, 25.71124)",60,Bluetooth,55,Daily,None,None,compromised
VID9736,Camera,Faulty,71,"(31.02957, 77.69751)",39,Bluetooth,84,Daily,None,None,compromised
VID1339,Camera,Normal,81,"(36.85252, 53.20646)",42,Cellular,45,Weekly,None,None,normal
VID1255,Camera,Normal,116,"(82.62599, 42.05453)",45,Bluetooth,2,Occasionally,None,None,normal
VID3261,GPS,Normal,24,"(21.24069, 51.11661)",94,Cellular,5,Weekly,None,None,normal
VID5936,Radar,Normal,106,"(48.77862, 37.98685)",43,Cellular,32,Daily,None,None,normal
VID7726,Camera,Normal,33,"(71.61987, 57.3534)",42,Cellular,2,Weekly,None,None,normal
VID3601,ECU,Faulty,6,"(48.42061, 17.34832)",93,Cellular,52,Daily,None,None,compromised
VID5526,LIDAR,Normal,91,"(74.94654, 48.63905)",71,Cellular,86,Daily,Spoofing,Wi-Fi,compromised
VID6158,Camera,Normal,68,"(52.59787, 76.4115)",49,Wi-Fi,34,Occasionally,None,None,normal
VID7436,LIDAR,Normal,10,"(10.55651, 88.43161)",33,Wi-Fi,49,Occasionally,None,None,normal
VID9772,GPS,Disabled,11,"(80.19525, 88.3769)",87,Wi-Fi,49,Weekly,None,None,normal
VID4009,GPS,Normal,91,"(28.08549, 70.59278)",86,Bluetooth,19,Daily,None,None,normal
VID1284,LIDAR,Faulty,39,"(17.36213, 88.30703)",70,Bluetooth,15,Occasionally,None,None,compromised
VID6772,Radar,Normal,115,"(24.2206, 67.13338)",45,Bluetooth,38,Daily,None,None,normal
VID3657,GPS,Disabled,89,"(66.28135, 82.97825)",44,Cellular,95,Occasionally,None,None,compromised
VID5194,ECU,Disabled,27,"(15.70834, 43.5459)",83,Wi-Fi,59,Occasionally,DDoS,Bluetooth,compromised
VID8194,Camera,Normal,13,"(36.99487, 70.7263)",38,Wi-Fi,62,Daily,Spoofing,UDP,compromised
VID6887,GPS,Normal,27,"(63.7568, 21.90984)",40,Bluetooth,38,Weekly,None,None,normal
VID1128,Radar,Faulty,45,"(54.12654, 46.08672)",35,Bluetooth,79,Occasionally,Spoofing,Wi-Fi,compromised
VID4321,Camera,Normal,120,"(52.8563, 56.54304)",35,Bluetooth,0,Occasionally,None,None,normal
VID8274,ECU,Normal,97,"(80.02656, 44.10763)",61,Bluetooth,97,Occasionally,DDoS,Wi-Fi,compromised
VID3191,LIDAR,Faulty,32,"(53.55234, 89.77544)",36,Wi-Fi,3,Weekly,DDoS,UDP,compromised
VID8581,ECU,Faulty,36,"(65.4552, 38.9141)",97,Wi-Fi,30,Weekly,Jamming,Wi-Fi,compromised
VID7458,LIDAR,Disabled,93,"(38.42425, 69.30559)",72,Wi-Fi,35,Weekly,None,None,normal
VID9764,LIDAR,Normal,11,"(88.44126, 22.88528)",46,Bluetooth,1,Occasionally,None,None,normal
VID7404,Camera,Normal,90,"(63.38853, 22.56805)",65,Wi-Fi,1,Weekly,None,None,normal
VID5441,GPS,Disabled,80,"(83.11229, 74.28505)",68,Bluetooth,48,Daily,None,None,normal
VID1260,Radar,Disabled,12,"(85.92978, 82.13521)",39,Wi-Fi,50,Daily,None,None,normal
VID3814,ECU,Faulty,50,"(35.30106, 28.21938)",91,Bluetooth,99,Weekly,MITM,TCP,compromised
VID5554,ECU,Normal,42,"(52.34518, 84.99216)",89,Wi-Fi,41,Occasionally,None,None,normal
VID3310,GPS,Normal,106,"(58.21704, 70.68978)",31,Cellular,50,Daily,None,None,normal
VID6263,GPS,Disabled,93,"(44.51267, 17.66031)",45,Bluetooth,90,Occasionally,DDoS,Bluetooth,compromised
VID4317,LIDAR,Normal,27,"(73.36443, 82.98647)",61,Cellular,83,Occasionally,None,None,compromised
VID7926,GPS,Faulty,67,"(43.67929, 72.27639)",62,Wi-Fi,38,Occasionally,Spoofing,Bluetooth,compromised
VID7721,Camera,Faulty,60,"(12.67171, 30.98355)",90,Cellular,3,Weekly,Jamming,TCP,compromised
VID3711,GPS,Faulty,96,"(27.57789, 66.76313)",61,Cellular,4,Weekly,None,None,compromised
VID5665,ECU,Normal,29,"(62.36034, 56.67792)",24,Bluetooth,32,Daily,None,None,normal
VID2308,LIDAR,Normal,35,"(45.79394, 63.6022)",22,Wi-Fi,10,Weekly,None,None,normal
VID9801,Radar,Disabled,60,"(61.38182, 57.93106)",41,Bluetooth,7,Occasionally,None,None,normal
VID3955,Camera,Normal,48,"(23.35468, 16.43773)",56,Bluetooth,60,Occasionally,DDoS,Bluetooth,compromised
VID7412,GPS,Normal,7,"(51.48912, 40.49892)",86,Cellular,46,Weekly,None,None,normal
VID8173,Radar,Normal,99,"(75.17451, 57.0367)",41,Bluetooth,60,Occasionally,Spoofing,Zigbee,compromised
VID3907,Radar,Disabled,17,"(61.18103, 21.00363)",51,Cellular,4,Occasionally,None,None,normal
VID5033,Radar,Normal,73,"(72.10162, 58.53741)",56,Cellular,73,Daily,None,None,compromised
VID3218,Camera,Normal,70,"(54.11933, 85.52317)",99,Cellular,31,Daily,None,None,normal
VID6699,LIDAR,Disabled,90,"(18.31992, 50.32691)",26,Cellular,50,Occasionally,None,None,normal
VID4176,Camera,Disabled,33,"(59.14793, 72.99662)",85,Cellular,50,Occasionally,None,None,normal
VID9219,ECU,Normal,31,"(56.55746, 21.42167)",29,Bluetooth,71,Daily,DDoS,Zigbee,compromised
VID6407,GPS,Disabled,3,"(74.99356, 78.46992)",26,Bluetooth,46,Weekly,None,None,normal
VID6387,GPS,Faulty,63,"(87.85802, 46.2101)",86,Bluetooth,96,Daily,None,None,compromised
VID7840,LIDAR,Disabled,102,"(51.39425, 32.35153)",92,Wi-Fi,58,Occasionally,MITM,TCP,compromised
VID5623,Radar,Faulty,80,"(17.51154, 84.75406)",20,Bluetooth,2,Daily,None,None,compromised
VID9697,GPS,Disabled,38,"(85.60777, 75.79344)",44,Bluetooth,75,Occasionally,Jamming,Wi-Fi,compromised
VID6151,Camera,Disabled,16,"(82.81229, 43.52506)",85,Wi-Fi,40,Occasionally,None,None,normal
VID6633,GPS,Normal,44,"(63.14382, 20.95036)",71,Cellular,17,Weekly,None,None,normal
VID1000,Radar,Disabled,119,"(46.55845, 38.3766)",77,Bluetooth,55,Weekly,DDoS,Wi-Fi,compromised
VID3208,Radar,Disabled,10,"(54.34009, 69.21805)",77,Cellular,81,Daily,Spoofing,Wi-Fi,compromised
VID6874,Camera,Faulty,12,"(77.2753, 42.38538)",83,Wi-Fi,87,Weekly,Spoofing,Bluetooth,compromised
VID1046,Radar,Normal,31,"(63.27907, 86.32453)",75,Wi-Fi,64,Occasionally,MITM,TCP,compromised
VID7397,Radar,Disabled,82,"(83.22486, 13.26365)",59,Bluetooth,6,Occasionally,None,None,normal
VID1168,LIDAR,Normal,17,"(71.95262, 82.20884)",39,Cellular,4,Weekly,None,None,normal
VID1447,ECU,Normal,43,"(74.37099, 70.31076)",62,Wi-Fi,33,Weekly,None,None,normal
VID2567,Camera,Faulty,120,"(61.08407, 50.55124)",49,Wi-Fi,72,Weekly,None,None,compromised
VID8703,Radar,Normal,102,"(54.04916, 39.27647)",86,Bluetooth,23,Occasionally,None,None,normal
VID7406,ECU,Faulty,14,"(54.56075, 29.71762)",55,Wi-Fi,79,Daily,Spoofing,UDP,compromised
VID1351,ECU,Normal,77,"(42.62785, 87.4979)",32,Wi-Fi,11,Occasionally,None,None,normal
VID2029,Camera,Disabled,94,"(62.95981, 83.28899)",99,Wi-Fi,5,Occasionally,None,None,normal
VID1375,Radar,Normal,39,"(45.86801, 38.43866)",72,Bluetooth,46,Occasionally,None,None,normal
VID7601,Camera,Disabled,60,"(57.59266, 79.46502)",100,Cellular,78,Occasionally,None,None,compromised
VID2609,ECU,Normal,99,"(68.50308, 36.12215)",50,Cellular,29,Weekly,None,None,normal
VID3803,GPS,Normal,112,"(67.36778, 54.87847)",26,Cellular,73,Occasionally,MITM,Wi-Fi,compromised
VID4960,LIDAR,Disabled,91,"(64.93491, 50.90871)",31,Cellular,65,Weekly,MITM,Zigbee,compromised
VID5479,LIDAR,Normal,18,"(15.14711, 62.99319)",72,Cellular,24,Weekly,None,None,normal
VID7789,LIDAR,Faulty,90,"(60.84335, 47.97584)",99,Wi-Fi,76,Daily,None,None,compromised
VID3189,LIDAR,Normal,70,"(16.44768, 55.46707)",21,Wi-Fi,24,Occasionally,None,None,normal
VID3505,Radar,Disabled,66,"(50.13541, 82.64382)",37,Cellular,55,Weekly,None,None,compromised
VID8540,Camera,Faulty,6,"(64.42559, 57.95212)",56,Bluetooth,33,Occasionally,DDoS,Zigbee,compromised
VID5267,Camera,Normal,99,"(13.34174, 63.46572)",28,Wi-Fi,41,Occasionally,None,None,normal
VID5235,Camera,Disabled,1,"(77.3794, 38.95434)",88,Bluetooth,97,Weekly,DDoS,Wi-Fi,compromised
VID6263,Radar,Normal,35,"(17.36468, 57.51834)",23,Bluetooth,36,Daily,None,None,normal
VID8740,Camera,Disabled,59,"(66.13693, 29.79411)",51,Bluetooth,54,Daily,DDoS,Bluetooth,compromised
VID7674,LIDAR,Disabled,114,"(71.31567, 49.16707)",58,Cellular,41,Weekly,None,None,normal
VID5922,LIDAR,Normal,78,"(35.6229, 24.22988)",95,Cellular,35,Weekly,None,None,normal
VID6279,LIDAR,Faulty,3,"(83.4319, 74.2997)",76,Wi-Fi,84,Occasionally,Jamming,Wi-Fi,compromised
VID3336,LIDAR,Normal,76,"(65.64517, 78.15488)",43,Cellular,67,Occasionally,Jamming,TCP,compromised
VID2318,Radar,Normal,45,"(26.61281, 43.0121)",89,Wi-Fi,34,Daily,None,None,normal
VID7869,Radar,Disabled,72,"(20.26721, 66.12542)",42,Wi-Fi,13,Weekly,None,None,normal
VID9427,LIDAR,Normal,22,"(40.92146, 86.79951)",47,Bluetooth,19,Daily,None,None,normal
VID5246,LIDAR,Faulty,77,"(88.74476, 13.54356)",93,Bluetooth,99,Occasionally,DDoS,Bluetooth,compromised
VID7084,LIDAR,Disabled,107,"(87.0912, 23.64154)",45,Bluetooth,14,Occasionally,None,None,normal
VID7394,GPS,Disabled,54,"(13.61713, 36.59896)",22,Bluetooth,54,Daily,Spoofing,Wi-Fi,compromised
VID5879,Camera,Normal,6,"(33.32756, 64.4677)",35,Bluetooth,29,Daily,None,None,normal
VID9528,ECU,Normal,110,"(69.47533, 85.28585)",47,Cellular,0,Daily,None,None,normal
VID9650,Radar,Normal,41,"(32.75268, 55.9159)",36,Bluetooth,50,Daily,None,None,normal
VID8459,ECU,Normal,23,"(74.77414, 32.67322)",97,Wi-Fi,48,Daily,None,None,normal
VID5809,Radar,Faulty,112,"(30.95626, 68.76325)",57,Bluetooth,20,Weekly,MITM,TCP,compromised
VID4360,ECU,Disabled,71,"(60.9318, 89.37023)",33,Cellular,8,Occasionally,None,None,normal
VID6013,ECU,Disabled,120,"(52.40796, 76.17456)",71,Bluetooth,43,Daily,None,None,normal
VID2150,ECU,Disabled,90,"(52.68557, 22.98485)",24,Bluetooth,79,Weekly,None,None,compromised
VID1232,Radar,Normal,91,"(12.5246, 40.60756)",53,Cellular,5,Weekly,None,None,normal
VID3711,Camera,Disabled,55,"(43.2324, 67.68412)",94,Bluetooth,9,Daily,None,None,normal
VID4906,ECU,Disabled,51,"(20.08975, 59.63269)",80,Wi-Fi,11,Occasionally,None,None,normal
VID4183,GPS,Normal,30,"(20.37125, 56.69797)",63,Wi-Fi,57,Weekly,Jamming,UDP,compromised
VID8037,LIDAR,Disabled,66,"(18.88754, 46.04248)",89,Bluetooth,17,Daily,None,None,normal
VID6799,LIDAR,Disabled,119,"(52.39851, 51.41771)",93,Bluetooth,48,Weekly,None,None,normal
VID3923,Radar,Faulty,80,"(48.92634, 41.14007)",38,Wi-Fi,40,Occasionally,MITM,Bluetooth,compromised
VID6489,Camera,Disabled,35,"(34.88018, 25.00536)",65,Cellular,80,Occasionally,None,None,compromised
VID1003,Radar,Normal,116,"(12.55439, 37.55917)",20,Wi-Fi,19,Weekly,None,None,normal
VID8273,LIDAR,Normal,87,"(56.90548, 43.20758)",97,Bluetooth,28,Occasionally,None,None,normal
VID7209,ECU,Disabled,82,"(18.45295, 61.91189)",26,Bluetooth,54,Daily,Spoofing,Wi-Fi,compromised
VID4744,LIDAR,Normal,64,"(13.70931, 56.90747)",22,Bluetooth,43,Occasionally,None,None,normal
VID7053,Radar,Faulty,100,"(80.8402, 43.46092)",24,Wi-Fi,71,Daily,MITM,Wi-Fi,compromised
VID6181,LIDAR,Normal,91,"(29.7921, 88.92421)",88,Cellular,63,Daily,Jamming,UDP,compromised
VID2514,GPS,Normal,120,"(53.65996, 75.6145)",79,Bluetooth,55,Occasionally,None,None,compromised
VID9425,GPS,Normal,30,"(53.43285, 88.29259)",70,Bluetooth,4,Daily,None,None,normal
VID7642,LIDAR,Faulty,110,"(77.96055, 43.17785)",91,Bluetooth,85,Occasionally,MITM,Wi-Fi,compromised
VID9051,LIDAR,Disabled,115,"(55.53664, 41.77088)",50,Bluetooth,46,Occasionally,None,None,normal
VID3426,ECU,Faulty,82,"(87.21165, 17.28697)",51,Cellular,5,Daily,MITM,Wi-Fi,compromised
VID5953,Radar,Disabled,73,"(21.22322, 89.37398)",79,Wi-Fi,39,Weekly,None,None,normal
VID4882,LIDAR,Faulty,114,"(83.71341, 60.83543)",62,Wi-Fi,83,Daily,None,None,compromised
VID5093,ECU,Disabled,99,"(25.68816, 42.97409)",66,Bluetooth,7,Weekly,None,None,normal
VID9067,LIDAR,Disabled,62,"(30.31547, 11.70531)",31,Bluetooth,84,Occasionally,DDoS,Bluetooth,compromised
VID7476,LIDAR,Disabled,54,"(52.49467, 63.61903)",52,Bluetooth,27,Weekly,None,None,normal
VID7135,ECU,Normal,69,"(11.1944, 45.10683)",36,Bluetooth,92,Weekly,Spoofing,TCP,compromised
VID7554,GPS,Faulty,105,"(33.59284, 78.92362)",32,Cellular,12,Occasionally,None,None,compromised
VID3081,Radar,Disabled,28,"(73.68142, 56.79218)",40,Cellular,12,Daily,None,None,normal
VID6955,LIDAR,Disabled,113,"(80.6587, 21.98484)",34,Cellular,59,Daily,None,None,compromised
VID7124,ECU,Disabled,2,"(23.37966, 37.94907)",26,Wi-Fi,18,Daily,None,None,normal
VID5351,LIDAR,Disabled,89,"(87.09377, 85.52597)",40,Bluetooth,21,Occasionally,None,None,normal
VID8436,Radar,Faulty,25,"(71.0694, 78.73151)",51,Wi-Fi,22,Occasionally,None,None,compromised
VID5318,Radar,Disabled,37,"(25.15059, 31.3293)",78,Bluetooth,45,Occasionally,None,None,normal
VID8118,GPS,Normal,44,"(10.51989, 28.65267)",52,Cellular,43,Weekly,None,None,normal
VID9712,Radar,Normal,120,"(64.42512, 11.8569)",71,Cellular,60,Occasionally,Jamming,TCP,compromised
VID6429,Radar,Normal,52,"(20.51727, 77.39953)",30,Wi-Fi,95,Daily,Spoofing,Zigbee,compromised
VID6856,ECU,Disabled,83,"(40.55555, 36.13177)",30,Wi-Fi,48,Occasionally,None,None,normal
VID4228,LIDAR,Disabled,88,"(29.21708, 51.53289)",42,Bluetooth,41,Weekly,None,None,normal
VID6249,LIDAR,Faulty,118,"(74.11892, 31.53717)",91,Cellular,76,Weekly,None,None,compromised
VID1474,Radar,Disabled,5,"(40.56806, 26.93383)",52,Cellular,14,Occasionally,None,None,normal
VID6701,ECU,Normal,67,"(78.84296, 51.6483)",92,Bluetooth,79,Daily,Jamming,Wi-Fi,compromised
VID9651,GPS,Normal,44,"(46.46567, 78.26183)",45,Cellular,18,Weekly,None,None,normal
