Device ID,Device Name,Battery Level (%),Temperature (°C),Signal Strength (%),Operational Hours,Maintenance Status,Criticality Level,Threat Detection Alerts,Firmware Vulnerabilities,Environment Type,Service Interval (days),Event Logs,Calibration Status,Device Health
ID9681,Radar System,53,32,53,371,Yes,Low,27,3,Forest,160,41,No,compromised
ID8772,Radar System,53,3,55,105,Yes,High,13,0,Forest,48,12,Yes,normal
ID7236,Surveillance Camera,23,-7,79,321,Yes,High,37,3,Urban,169,51,Yes,normal
ID8895,Communication Equipment,39,25,59,431,Yes,High,39,4,Desert,116,81,Yes,normal
ID5980,Unmanned Ground Vehicle,11,35,52,105,Yes,High,65,3,Forest,106,17,No,compromised
ID9219,Surveillance Camera,89,-1,71,197,Yes,Medium,90,3,Arctic,150,79,Yes,compromised
ID3604,Unmanned Ground Vehicle,52,2,42,247,Yes,Low,7,5,Forest,110,65,Yes,normal
ID7180,Weapon System,43,3,35,310,Yes,Medium,14,1,Urban,95,2,Yes,normal
ID4523,Radar System,91,26,34,496,Yes,High,49,5,Desert,147,52,Yes,normal
ID6538,Radar System,47,13,61,116,Yes,Medium,77,3,Desert,154,86,No,compromised
ID3238,Body Armor Sensor,60,8,59,123,Yes,Medium,96,2,Desert,162,97,No,compromised
ID1818,Drone,87,42,45,134,Yes,Medium,45,1,Forest,175,78,Yes,normal
ID4907,Communication Equipment,39,15,80,294,No,High,44,3,Arctic,39,79,No,compromised
ID1170,Unmanned Ground Vehicle,45,21,29,167,Yes,High,75,2,Forest,159,185,Yes,compromised
ID2025,Radar System,83,37,46,382,No,Low,31,0,Forest,89,100,No,compromised
ID2203,Weapon System,30,-1,41,328,Yes,Medium,67,0,Forest,142,156,Yes,compromised
ID5571,Body Armor Sensor,25,35,33,315,Yes,Medium,34,5,Desert,63,35,Yes,normal
ID6007,Drone,94,0,90,285,No,Low,63,3,Arctic,117,8,No,compromised
ID8745,Drone,78,-6,53,148,Yes,Medium,99,2,Urban,62,113,No,compromised
ID4714,Unmanned Ground Vehicle,24,8,65,147,Yes,High,85,4,Desert,60,16,Yes,compromised
ID2596,Surveillance Camera,68,56,73,489,Yes,Low,42,0,Forest,59,46,Yes,compromised
ID1143,Communication Equipment,66,-5,53,415,Yes,High,34,5,Urban,120,1,Yes,normal
ID8891,Communication Equipment,90,23,76,456,Yes,Low,45,3,Urban,77,49,Yes,normal
ID5401,Body Armor Sensor,69,2,75,272,Yes,Low,83,1,Arctic,35,151,No,compromised
ID6078,Body Armor Sensor,23,43,22,423,Yes,High,3,1,Arctic,41,59,Yes,compromised
ID7694,Weapon System,16,15,42,252,No,Medium,68,5,Arctic,86,55,No,compromised
ID6744,Body Armor Sensor,75,6,36,277,No,Low,34,2,Forest,147,134,Yes,compromised
ID3996,Weapon System,59,11,64,419,Yes,Low,29,1,Urban,42,10,Yes,normal
ID8253,Communication Equipment,92,35,49,130,Yes,Low,16,5,Desert,70,29,Yes,normal
ID3256,Communication Equipment,99,12,35,129,Yes,High,48,3,Arctic,117,63,Yes,normal
ID2801,Drone,33,-3,74,210,Yes,Low,30,3,Urban,180,7,Yes,normal
ID3956,Unmanned Ground Vehicle,37,58,68,166,Yes,Low,37,5,Desert,143,174,No,compromised
ID4245,Weapon System,46,28,66,216,Yes,Medium,23,4,Desert,136,41,Yes,normal
ID8978,Drone,94,34,60,216,Yes,High,54,2,Forest,140,15,No,compromised
ID2778,Body Armor Sensor,67,42,34,126,Yes,Low,15,2,Forest,141,77,Yes,normal
ID8954,Surveillance Camera,18,28,76,230,No,High,24,4,Desert,82,137,Yes,compromised
ID9998,Radar System,46,12,50,339,Yes,Low,4,3,Arctic,115,87,Yes,normal
ID2074,Weapon System,51,-6,82,334,Yes,Low,35,2,Arctic,176,81,Yes,normal
ID4181,Surveillance Camera,99,40,54,211,Yes,Low,14,2,Desert,35,15,Yes,normal
ID4421,Weapon System,52,23,79,142,Yes,Low,25,2,Arctic,154,113,No,compromised
ID4583,Drone,80,19,53,226,Yes,Low,41,4,Desert,57,30,Yes,normal
ID8396,Communication Equipment,44,17,31,493,Yes,Low,26,3,Forest,122,68,Yes,normal
ID2377,Body Armor Sensor,63,56,97,278,No,Low,34,1,Urban,175,69,No,compromised
ID1091,Body Armor Sensor,71,20,71,352,Yes,Low,35,0,Desert,66,55,Yes,normal
ID3319,Weapon System,46,7,71,264,Yes,Medium,24,0,Desert,121,83,Yes,normal
ID5116,Drone,66,42,60,165,No,High,53,0,Desert,154,61,Yes,compromised
ID1985,Drone,66,35,40,150,Yes,High,67,0,Desert,89,31,Yes,compromised
ID2391,Body Armor Sensor,93,29,34,434,No,Low,0,0,Forest,98,86,Yes,compromised
ID2488,Communication Equipment,63,-7,95,375,Yes,Low,16,1,Urban,31,60,Yes,normal
ID2713,Communication Equipment,44,46,83,368,Yes,High,43,2,Forest,87,171,Yes,compromised
ID4312,Body Armor Sensor,99,23,83,123,Yes,Medium,38,5,Desert,137,81,Yes,normal
ID6110,Body Armor Sensor,85,46,73,370,Yes,Medium,41,2,Urban,140,49,Yes,normal
ID4231,Surveillance Camera,74,46,98,365,No,Low,29,3,Urban,138,93,Yes,compromised
ID1996,Weapon System,84,14,33,309,Yes,Low,21,5,Forest,84,63,Yes,normal
ID7055,Radar System,72,19,94,313,Yes,High,56,0,Urban,141,19,No,compromised
ID7351,Radar System,10,35,58,360,No,High,21,3,Desert,42,98,Yes,compromised
ID6591,Communication Equipment,58,-3,63,112,Yes,Medium,40,2,Desert,102,51,Yes,normal
ID8369,Unmanned Ground Vehicle,53,32,91,414,Yes,High,26,3,Forest,180,90,Yes,normal
ID9766,Drone,60,24,40,212,Yes,Low,23,5,Arctic,40,40,Yes,normal
ID2206,Drone,18,9,44,389,No,Low,79,2,Forest,54,48,Yes,compromised
ID9086,Radar System,82,47,48,116,Yes,High,90,5,Urban,37,104,Yes,compromised
ID9937,Weapon System,90,39,88,458,Yes,Low,14,3,Desert,79,21,Yes,normal
ID7304,Communication Equipment,42,42,83,488,Yes,Low,27,5,Arctic,158,16,Yes,normal
ID7826,Communication Equipment,57,16,84,327,Yes,Low,84,1,Urban,144,3,Yes,compromised
ID3049,Weapon System,64,35,31,406,Yes,High,100,3,Desert,77,7,No,compromised
ID2488,Unmanned Ground Vehicle,74,12,55,369,No,Medium,73,2,Arctic,62,118,Yes,compromised
ID5696,Surveillance Camera,95,53,86,348,Yes,Low,50,1,Urban,157,160,Yes,compromised
ID6956,Drone,29,49,98,185,Yes,Low,48,0,Arctic,105,14,Yes,normal
ID5338,Drone,36,26,96,216,Yes,Medium,18,3,Arctic,103,37,Yes,normal
ID4961,Unmanned Ground Vehicle,62,41,35,408,Yes,High,16,3,Desert,125,98,Yes,normal
ID9673,Unmanned Ground Vehicle,82,22,95,114,Yes,Medium,12,5,Urban,95,10,Yes,normal
ID9741,Communication Equipment,21,-1,88,139,Yes,Low,37,1,Arctic,54,1,Yes,normal
ID2620,Surveillance Camera,68,4,89,262,Yes,Medium,12,2,Urban,165,2,Yes,normal
ID9775,Drone,83,26,71,356,Yes,High,21,3,Urban,166,41,No,compromised
ID1865,Communication Equipment,80,25,62,268,Yes,Medium,46,1,Forest,82,40,Yes,normal
ID2307,Communication Equipment,33,32,64,222,No,Low,92,5,Desert,137,77,Yes,compromised
ID3490,Radar System,68,8,41,117,Yes,Low,22,3,Arctic,68,95,Yes,normal
ID5270,Body Armor Sensor,57,-9,35,108,Yes,High,43,2,Arctic,92,99,Yes,normal
ID9811,Communication Equipment,73,37,82,226,No,Low,40,0,Desert,89,50,Yes,compromised
ID2164,Drone,43,45,51,173,Yes,Low,48,0,Arctic,51,23,Yes,normal
ID2366,Communication Equipment,61,25,33,475,Yes,Low,7,0,Arctic,154,79,Yes,normal
ID8859,Body Armor Sensor,55,41,45,134,No,Low,77,4,Urban,97,126,Yes,compromised
ID6357,Surveillance Camera,95,22,77,294,Yes,High,79,4,Desert,136,2,Yes,compromised
ID2619,Radar System,99,-9,77,196,Yes,Low,43,3,Urban,153,64,Yes,normal
ID3529,Body Armor Sensor,27,24,97,233,Yes,High,1,5,Forest,99,129,Yes,compromised
ID2147,Body Armor Sensor,31,-7,66,400,Yes,High,14,0,Urban,173,107,No,compromised
ID8372,Unmanned Ground Vehicle,30,45,45,163,No,Low,66,3,Forest,89,66,No,compromised
ID6997,Body Armor Sensor,19,-9,93,447,Yes,Medium,78,4,Arctic,70,46,Yes,compromised
ID1858,Surveillance Camera,32,8,86,146,Yes,Low,14,5,Arctic,128,81,Yes,normal
ID6784,Surveillance Camera,26,10,91,139,Yes,Low,48,5,Urban,120,49,Yes,normal
ID7098,Weapon System,48,33,34,242,No,High,59,3,Desert,89,11,No,compromised
ID4653,Surveillance Camera,55,-4,51,145,No,Medium,76,1,Arctic,117,135,No,compromised
ID1094,Drone,99,5,64,423,Yes,High,20,0,Arctic,158,20,Yes,normal
ID4534,Unmanned Ground Vehicle,86,29,50,245,Yes,Medium,23,4,Desert,178,9,Yes,normal
ID7084,Drone,95,-5,49,102,No,High,44,1,Urban,86,82,Yes,compromised
ID3588,Unmanned Ground Vehicle,25,-10,75,201,Yes,Low,23,2,Arctic,156,46,Yes,normal
ID5170,Weapon System,24,41,58,407,No,Medium,72,0,Desert,35,184,Yes,compromised
ID1165,Radar System,52,54,31,422,Yes,High,80,5,Desert,131,44,No,compromised
ID8583,Surveillance Camera,81,25,47,418,Yes,High,41,3,Forest,41,183,No,compromised
ID5841,Body Armor Sensor,72,27,77,250,Yes,High,43,2,Forest,96,49,Yes,normal
ID7713,Radar System,25,-8,38,192,Yes,High,10,1,Urban,74,92,Yes,normal
ID6002,Unmanned Ground Vehicle,20,41,40,461,Yes,High,12,0,Urban,164,80,Yes,normal
ID9090,Drone,97,1,87,169,Yes,High,20,3,Desert,60,13,Yes,normal
ID8266,Body Armor Sensor,79,55,29,318,No,Low,68,5,Forest,158,57,No,compromised
ID2102,Body Armor Sensor,44,-6,74,488,Yes,Low,36,2,Desert,176,80,Yes,normal
ID7541,Unmanned Ground Vehicle,98,-3,97,195,Yes,High,43,4,Arctic,153,16,Yes,normal
ID5326,Communication Equipment,38,6,97,400,Yes,Low,34,3,Desert,124,93,Yes,normal
ID6027,Weapon System,74,-5,82,168,Yes,High,33,2,Forest,169,154,Yes,compromised
ID8151,Weapon System,55,24,78,292,Yes,Medium,11,4,Arctic,56,26,Yes,normal
ID8338,Radar System,15,54,24,403,No,High,57,5,Forest,83,129,Yes,compromised
ID3767,Unmanned Ground Vehicle,62,36,93,449,Yes,High,29,4,Desert,34,7,Yes,normal
ID9952,Communication Equipment,67,46,42,175,Yes,Low,38,0,Arctic,50,42,Yes,normal
ID4785,Radar System,50,54,44,136,Yes,Medium,81,5,Arctic,84,48,No,compromised
ID5638,Body Armor Sensor,61,-6,66,271,Yes,Medium,11,4,Arctic,78,31,Yes,normal
ID7594,Radar System,99,-1,44,276,Yes,High,6,4,Arctic,158,35,Yes,normal
ID1377,Radar System,79,57,51,102,No,Low,58,3,Urban,175,83,No,compromised
ID8093,Communication Equipment,25,36,67,433,No,High,80,1,Desert,85,131,Yes,compromised
ID7315,Weapon System,32,30,51,108,Yes,High,11,3,Desert,33,25,Yes,normal
ID7303,Communication Equipment,86,46,96,395,Yes,Medium,18,3,Forest,96,57,Yes,normal
ID3789,Unmanned Ground Vehicle,52,2,80,129,Yes,High,75,5,Desert,121,176,No,compromised
ID6709,Drone,47,24,36,455,Yes,High,3,3,Desert,89,61,Yes,normal
ID2425,Communication Equipment,23,0,71,160,Yes,High,27,0,Desert,43,53,Yes,normal
ID7948,Radar System,67,-9,54,271,Yes,High,100,0,Urban,31,68,Yes,compromised
ID3402,Communication Equipment,90,2,80,120,Yes,High,33,4,Arctic,117,28,Yes,normal
ID6529,Radar System,32,-6,66,243,Yes,High,21,3,Arctic,62,76,Yes,normal
ID2373,Unmanned Ground Vehicle,57,37,95,375,Yes,Medium,36,2,Forest,143,37,Yes,normal
ID7812,Drone,28,47,36,354,Yes,High,78,5,Forest,103,59,No,compromised
ID5839,Communication Equipment,26,47,67,166,Yes,Low,25,1,Urban,75,68,Yes,normal
ID5284,Communication Equipment,26,5,45,307,Yes,Medium,40,0,Forest,126,3,Yes,normal
ID8432,Communication Equipment,79,39,23,495,No,Low,32,1,Desert,31,148,Yes,compromised
ID4198,Body Armor Sensor,81,48,36,290,Yes,Medium,40,2,Arctic,130,76,Yes,normal
ID1765,Weapon System,73,37,43,183,Yes,Medium,44,3,Urban,112,131,No,compromised
ID5924,Weapon System,96,37,90,313,No,Low,96,1,Urban,66,16,Yes,compromised
ID5188,Radar System,62,43,63,118,Yes,High,46,3,Forest,37,11,No,compromised
ID3657,Weapon System,31,13,49,216,Yes,Low,9,1,Arctic,67,11,Yes,normal
ID2610,Drone,46,39,67,112,Yes,High,17,3,Desert,100,33,Yes,normal
ID9177,Surveillance Camera,82,9,50,494,Yes,High,49,1,Urban,51,189,Yes,compromised
ID9129,Body Armor Sensor,72,-3,67,418,Yes,Low,1,1,Urban,111,96,Yes,normal
ID5184,Body Armor Sensor,38,23,40,499,Yes,Medium,21,2,Forest,80,106,Yes,compromised
ID7528,Unmanned Ground Vehicle,16,40,83,237,No,Low,47,2,Arctic,141,133,No,compromised
ID9832,Communication Equipment,84,8,62,319,Yes,Medium,3,5,Forest,136,57,Yes,normal
ID5759,Radar System,20,31,84,300,Yes,High,14,0,Forest,111,43,Yes,normal
ID3850,Radar System,68,11,91,379,Yes,Low,57,4,Desert,107,18,Yes,compromised
ID6835,Weapon System,12,-9,67,276,No,High,17,1,Urban,105,114,No,compromised
ID1139,Unmanned Ground Vehicle,70,36,73,117,Yes,Medium,22,0,Arctic,154,54,Yes,normal
ID1027,Weapon System,77,17,72,461,Yes,High,23,3,Desert,107,44,Yes,normal
ID1940,Drone,71,3,87,332,No,Medium,4,5,Urban,165,31,Yes,compromised
ID6458,Unmanned Ground Vehicle,31,15,86,324,Yes,Low,4,0,Desert,75,58,Yes,normal
ID9744,Unmanned Ground Vehicle,76,15,56,154,Yes,Low,24,2,Arctic,165,0,Yes,normal
ID5675,Body Armor Sensor,47,47,35,248,Yes,Low,10,0,Urban,89,81,No,compromised
ID8149,Drone,60,36,55,237,Yes,High,48,4,Forest,85,85,Yes,normal
ID4629,Body Armor Sensor,69,52,21,137,Yes,Low,20,5,Urban,74,88,No,compromised
ID8203,Drone,69,39,38,398,Yes,High,41,4,Urban,135,65,Yes,normal
ID4244,Drone,30,47,71,331,Yes,Low,36,2,Arctic,169,79,Yes,normal
ID4834,Drone,100,32,98,462,Yes,Medium,13,0,Desert,37,72,Yes,normal
ID2559,Surveillance Camera,74,29,61,474,Yes,Low,42,3,Urban,133,88,Yes,normal
ID2303,Unmanned Ground Vehicle,84,16,40,402,Yes,Medium,40,2,Desert,94,52,Yes,normal
ID3603,Body Armor Sensor,80,-5,99,324,Yes,Medium,21,3,Forest,68,58,Yes,normal
ID6616,Unmanned Ground Vehicle,38,-7,99,255,Yes,Low,29,0,Desert,176,132,Yes,compromised
ID6843,Surveillance Camera,81,23,51,488,Yes,Medium,27,2,Arctic,54,89,Yes,normal
ID9708,Radar System,18,4,31,330,No,Low,13,5,Urban,56,174,No,compromised
ID3138,Surveillance Camera,16,26,86,383,No,High,57,4,Forest,172,32,No,compromised
ID1126,Communication Equipment,84,50,28,338,Yes,Low,11,0,Arctic,99,37,Yes,compromised
ID1441,Radar System,21,26,30,327,Yes,High,15,2,Arctic,88,48,Yes,normal
ID1793,Surveillance Camera,83,18,59,405,No,High,49,3,Urban,167,23,Yes,compromised
ID8977,Radar System,53,-2,83,442,Yes,Low,93,2,Arctic,135,126,Yes,compromised
ID3087,Body Armor Sensor,52,24,56,210,Yes,Medium,46,4,Urban,113,83,Yes,normal
ID9377,Unmanned Ground Vehicle,79,48,59,496,Yes,Medium,39,0,Desert,134,18,Yes,normal
ID4536,Unmanned Ground Vehicle,34,11,71,440,Yes,Medium,27,4,Forest,85,54,Yes,normal
ID3104,Body Armor Sensor,21,50,49,479,Yes,Medium,50,0,Forest,115,7,Yes,normal
ID5153,Drone,53,34,21,458,Yes,Low,46,1,Urban,93,144,Yes,compromised
ID2568,Radar System,67,40,56,151,Yes,High,10,2,Forest,148,31,Yes,normal
ID3123,Communication Equipment,32,1,89,442,Yes,Medium,45,5,Urban,160,79,Yes,normal
ID7982,Weapon System,73,-9,50,393,Yes,Medium,43,3,Forest,62,31,Yes,normal
ID2676,Communication Equipment,76,8,79,433,Yes,Low,30,4,Urban,155,64,Yes,normal
ID3410,Unmanned Ground Vehicle,42,46,50,490,Yes,High,15,4,Desert,94,83,Yes,normal
ID8342,Body Armor Sensor,80,1,73,368,Yes,Low,4,3,Forest,54,12,Yes,normal
ID6751,Radar System,94,-7,83,118,Yes,Low,3,1,Arctic,152,85,Yes,normal
ID2623,Communication Equipment,24,16,62,359,Yes,High,0,5,Urban,108,89,Yes,normal
ID5284,Body Armor Sensor,91,28,46,321,Yes,High,20,3,Desert,117,7,Yes,normal
ID7125,Surveillance Camera,92,49,35,189,No,Low,58,2,Urban,94,17,Yes,compromised
ID4433,Surveillance Camera,76,3,42,351,No,Medium,43,2,Urban,124,9,Yes,compromised
ID2937,Body Armor Sensor,99,15,94,240,Yes,Low,4,1,Urban,47,60,Yes,normal
ID8539,Body Armor Sensor,31,39,66,474,Yes,High,36,5,Arctic,148,46,Yes,normal
ID9808,Unmanned Ground Vehicle,62,39,50,364,Yes,Low,35,4,Urban,33,29,Yes,normal
ID4670,Body Armor Sensor,57,-9,91,263,Yes,High,8,4,Arctic,97,10,Yes,normal
ID4614,Communication Equipment,79,47,100,431,No,Medium,6,5,Urban,163,38,Yes,compromised
ID1992,Drone,76,2,87,216,Yes,Medium,99,1,Arctic,120,141,Yes,compromised
ID4267,Drone,82,37,91,332,Yes,High,57,4,Forest,39,43,No,compromised
ID5860,Radar System,38,31,83,234,Yes,Low,42,1,Desert,122,25,Yes,normal
ID2837,Communication Equipment,57,30,57,280,Yes,Medium,21,4,Arctic,32,33,Yes,normal
ID7226,Drone,89,55,54,220,No,Medium,44,4,Forest,163,4,Yes,compromised
ID5603,Drone,86,8,69,123,Yes,High,90,1,Desert,114,181,No,compromised
ID7953,Weapon System,45,43,83,408,Yes,High,3,1,Desert,112,88,Yes,normal
ID5437,Communication Equipment,90,17,53,476,Yes,High,40,2,Desert,96,84,Yes,normal
ID5713,Surveillance Camera,79,28,23,252,No,Low,4,0,Urban,56,38,No,compromised
ID2915,Radar System,25,33,54,443,Yes,Low,25,0,Forest,76,56,Yes,normal
ID3091,Drone,45,6,97,234,Yes,High,67,1,Arctic,151,197,Yes,compromised
ID3012,Weapon System,80,17,73,167,Yes,Low,22,1,Desert,179,24,Yes,normal
ID6180,Radar System,35,59,76,233,No,Low,29,1,Arctic,99,170,Yes,compromised
ID8291,Communication Equipment,93,0,69,259,Yes,Low,13,2,Arctic,33,41,Yes,normal
ID3237,Body Armor Sensor,95,5,85,178,Yes,Medium,42,2,Desert,33,77,Yes,normal
ID2674,Weapon System,51,-9,83,396,Yes,Medium,46,2,Urban,178,47,Yes,normal
ID6672,Communication Equipment,77,58,56,493,No,Low,94,5,Forest,76,175,No,compromised
ID4449,Drone,93,-6,73,411,Yes,Medium,2,4,Urban,88,56,Yes,normal
ID1121,Body Armor Sensor,42,21,85,235,No,High,62,1,Forest,108,141,Yes,compromised
ID7168,Radar System,63,24,67,432,Yes,Medium,34,0,Arctic,96,10,Yes,normal
ID2841,Radar System,47,14,31,174,No,Medium,89,0,Desert,171,187,Yes,compromised
ID4074,Body Armor Sensor,77,31,69,129,Yes,Low,47,2,Urban,147,27,Yes,normal
ID3892,Drone,48,5,94,323,Yes,Low,5,1,Arctic,109,60,Yes,normal
ID5512,Body Armor Sensor,98,-10,81,473,Yes,High,40,5,Urban,46,71,Yes,normal
ID6986,Body Armor Sensor,51,-4,80,480,Yes,Low,20,2,Forest,104,30,No,compromised
ID6144,Surveillance Camera,11,36,87,223,No,Low,10,5,Arctic,120,124,Yes,compromised
ID2581,Unmanned Ground Vehicle,15,21,98,427,Yes,Medium,34,0,Desert,77,192,Yes,compromised
ID5424,Drone,58,13,39,384,Yes,Low,8,2,Desert,73,65,Yes,normal
ID6314,Communication Equipment,41,17,23,212,Yes,Medium,77,5,Urban,61,62,No,compromised
ID5981,Communication Equipment,85,47,44,295,No,Low,9,2,Desert,140,71,Yes,compromised
ID6711,Weapon System,94,2,70,356,Yes,High,24,0,Forest,104,5,Yes,normal
ID5444,Communication Equipment,21,-7,98,356,Yes,Medium,34,5,Forest,180,7,Yes,normal
ID5970,Radar System,92,-4,43,319,Yes,Medium,16,3,Forest,95,53,Yes,normal
ID8143,Body Armor Sensor,92,-6,49,255,No,Medium,79,3,Forest,83,89,No,compromised
ID7894,Weapon System,18,10,89,417,No,Medium,19,4,Desert,55,41,No,compromised
ID8306,Weapon System,57,27,81,109,Yes,Medium,62,0,Urban,122,87,No,compromised
ID7647,Drone,17,41,79,254,Yes,Medium,76,2,Urban,37,43,Yes,compromised
ID9943,Surveillance Camera,33,-7,92,378,Yes,High,25,4,Arctic,70,25,Yes,normal
ID2443,Communication Equipment,54,18,60,258,Yes,High,53,1,Urban,48,185,No,compromised
ID4482,Radar System,22,57,97,468,Yes,High,52,2,Desert,179,191,Yes,compromised
ID3844,Body Armor Sensor,70,27,33,227,Yes,Medium,13,3,Forest,117,95,Yes,normal
ID7372,Weapon System,85,-2,75,200,Yes,Medium,23,3,Desert,100,20,Yes,normal
ID1552,Surveillance Camera,47,21,38,262,Yes,Low,91,5,Arctic,108,6,No,compromised
ID4834,Drone,97,15,84,472,Yes,Low,50,5,Forest,165,52,Yes,normal
ID6736,Weapon System,32,-10,32,292,Yes,Medium,20,0,Urban,132,56,Yes,normal
ID9995,Radar System,86,32,87,185,Yes,High,1,0,Desert,118,59,Yes,normal
ID4379,Communication Equipment,70,47,76,402,Yes,High,41,3,Urban,54,50,Yes,normal
ID5195,Unmanned Ground Vehicle,70,46,33,384,Yes,High,37,0,Forest,32,41,Yes,normal
ID2138,Drone,41,49,81,341,Yes,Medium,42,0,Urban,163,54,Yes,normal
ID7699,Surveillance Camera,39,21,81,356,No,High,4,5,Urban,30,24,Yes,compromised
ID5267,Body Armor Sensor,74,53,56,336,Yes,High,30,0,Urban,73,42,Yes,compromised
ID4414,Surveillance Camera,39,58,50,478,No,Low,38,0,Arctic,69,188,No,compromised
ID4895,Radar System,67,19,82,127,Yes,Medium,26,5,Urban,97,36,Yes,normal
ID3266,Communication Equipment,67,17,69,242,Yes,High,29,4,Desert,116,98,Yes,normal
ID5869,Body Armor Sensor,42,40,58,443,No,High,79,0,Forest,90,85,Yes,compromised
ID1431,Communication Equipment,11,30,36,180,No,Medium,78,4,Desert,93,172,No,compromised
ID1892,Drone,68,-8,55,290,No,Medium,97,4,Arctic,88,196,No,compromised
ID5858,Weapon System,68,33,97,118,Yes,High,0,1,Urban,177,77,Yes,normal
ID1077,Communication Equipment,45,35,60,463,Yes,Medium,21,0,Urban,79,26,Yes,normal
ID1404,Radar System,33,19,94,253,No,High,66,1,Urban,94,102,No,compromised
ID1381,Communication Equipment,68,27,62,432,Yes,Low,35,2,Desert,61,97,Yes,normal
ID8819,Unmanned Ground Vehicle,59,27,35,121,Yes,High,0,0,Desert,101,138,Yes,compromised
ID8709,Communication Equipment,37,37,26,105,Yes,High,95,5,Desert,135,56,Yes,compromised
ID5702,Radar System,83,-9,21,231,No,Low,55,5,Arctic,75,147,No,compromised
ID6501,Body Armor Sensor,91,30,25,405,No,Low,46,5,Arctic,52,60,No,compromised
ID9290,Weapon System,43,20,34,326,No,High,25,4,Desert,102,31,No,compromised
ID5645,Body Armor Sensor,21,24,51,218,Yes,Medium,46,2,Desert,107,9,Yes,normal
ID7283,Surveillance Camera,29,45,98,343,Yes,Medium,80,5,Forest,34,83,No,compromised
ID8222,Radar System,13,53,53,491,No,Medium,33,3,Arctic,61,168,No,compromised
ID7150,Unmanned Ground Vehicle,17,32,86,117,Yes,Low,36,4,Forest,100,166,Yes,compromised
ID4163,Weapon System,72,-1,35,315,Yes,Low,14,3,Desert,111,96,Yes,normal
ID2736,Unmanned Ground Vehicle,84,17,80,127,Yes,High,30,5,Urban,57,31,Yes,normal
ID8042,Weapon System,49,-6,65,380,Yes,Medium,13,1,Urban,94,51,Yes,normal
ID7786,Body Armor Sensor,59,11,20,131,Yes,High,95,0,Urban,118,14,No,compromised
ID1312,Body Armor Sensor,58,35,56,292,Yes,High,19,0,Arctic,158,6,Yes,normal
ID8788,Communication Equipment,57,13,79,219,Yes,Medium,26,3,Urban,42,70,Yes,normal
ID4299,Weapon System,27,31,20,472,Yes,Medium,49,1,Arctic,105,141,No,compromised
ID9300,Weapon System,53,43,97,270,No,Low,69,2,Urban,101,195,No,compromised
ID3841,Communication Equipment,38,27,59,402,Yes,Medium,39,0,Forest,116,32,Yes,normal
ID1334,Weapon System,85,50,44,270,Yes,High,0,2,Forest,162,130,Yes,compromised
ID5822,Weapon System,69,30,52,209,Yes,Medium,30,0,Arctic,98,36,Yes,normal
ID9897,Surveillance Camera,55,27,47,359,No,Low,16,5,Forest,56,78,No,compromised
ID5699,Unmanned Ground Vehicle,47,54,87,151,No,High,33,4,Forest,114,193,No,compromised
ID1535,Radar System,95,44,49,479,Yes,Low,6,2,Forest,161,1,Yes,normal
ID7952,Weapon System,21,17,47,435,Yes,High,8,2,Forest,131,33,Yes,normal
ID9101,Body Armor Sensor,10,-4,68,152,No,High,10,0,Desert,75,73,Yes,compromised
ID3035,Surveillance Camera,35,46,25,216,No,High,22,1,Forest,87,122,No,compromised
ID7640,Drone,52,15,78,255,No,Medium,36,4,Urban,61,110,No,compromised
ID8349,Unmanned Ground Vehicle,51,-10,44,329,No,Medium,55,1,Urban,114,23,Yes,compromised
ID6772,Weapon System,30,49,77,175,Yes,Medium,8,0,Forest,128,77,Yes,normal
ID7515,Communication Equipment,93,55,39,484,Yes,High,93,1,Desert,134,183,No,compromised
ID2121,Radar System,94,5,72,155,Yes,Low,29,5,Urban,71,114,No,compromised
ID3128,Communication Equipment,76,52,70,441,Yes,High,60,2,Urban,54,43,Yes,compromised
ID3258,Communication Equipment,24,10,91,185,Yes,Low,58,1,Desert,102,105,Yes,compromised
ID4961,Communication Equipment,40,43,40,491,Yes,Medium,7,0,Forest,173,4,Yes,normal
ID6476,Body Armor Sensor,14,2,46,312,No,High,87,0,Desert,131,22,Yes,compromised
ID4371,Communication Equipment,91,18,65,238,Yes,Low,38,4,Arctic,142,73,Yes,normal
ID9877,Radar System,74,42,97,193,Yes,High,59,3,Forest,169,188,Yes,compromised
ID4999,Weapon System,42,13,90,364,Yes,High,8,3,Desert,156,114,No,compromised
ID4995,Radar System,46,18,47,336,Yes,Medium,71,0,Desert,164,73,No,compromised
ID4883,Unmanned Ground Vehicle,37,50,76,110,No,Medium,73,4,Arctic,141,197,No,compromised
ID6292,Weapon System,68,3,24,109,Yes,Low,2,5,Forest,115,66,Yes,compromised
ID4965,Unmanned Ground Vehicle,56,10,63,377,Yes,High,2,2,Arctic,117,78,Yes,normal
ID9216,Communication Equipment,37,3,39,368,Yes,Medium,48,1,Urban,62,55,Yes,normal
ID1695,Drone,55,34,86,480,No,High,59,0,Forest,100,65,No,compromised
ID7116,Weapon System,53,46,44,178,Yes,Medium,28,1,Arctic,169,50,Yes,normal
ID2459,Body Armor Sensor,33,50,50,137,No,High,48,1,Arctic,59,135,Yes,compromised
ID1164,Drone,74,26,23,489,Yes,High,37,3,Desert,171,55,Yes,compromised
ID9872,Communication Equipment,67,42,86,184,Yes,High,42,2,Forest,155,95,Yes,normal
